Track_A-Sphere-1.jpg;377696.978;235253.181;2708697.827;-27.545;98.60156712;47.36383166;0.82767962;7.357105509715e-001;-9.565630322493e-003;6.772285315207e-001;6.772934850363e-001;1.316052445673e-002;-7.355952254626e-001;-1.876250658109e-003;9.998676408968e-001
Track_A-Sphere-2.jpg;377755.294;235253.152;2708697.858;-27.546;98.68964352;47.38777409;0.77094158;7.354640540086e-001;-8.906847696960e-003;6.775051980062e-001;6.775612549490e-001;1.237747226131e-002;-7.353621855741e-001;-1.836042806201e-003;9.998837263625e-001
Track_A-Sphere-3.jpg;377763.050;235252.016;2708699.105;-27.546;98.97501600;47.75453745;0.43211491;7.315857688076e-001;-4.965820835809e-003;6.817313279450e-001;6.817365455590e-001;1.147262954812e-002;-7.315077998358e-001;-4.188714302876e-003;9.999218566441e-001
Track_A-Sphere-4.jpg;377766.281;235245.889;2708703.458;-27.527;92.38903084;91.73812791;6.51556872;1.287360077340e-001;-1.322185344673e-002;9.915907537407e-001;9.915464399465e-001;1.805868177147e-002;-1.284894604322e-001;-1.620795305405e-002;9.997495019274e-001
Track_A-Sphere-5.jpg;377768.537;235239.778;2708701.305;-27.512;-98.97425027;35.49045795;197.94379327;-8.481469304039e-001;-2.740367477048e-002;5.290518150952e-001;5.292275453409e-001;9.792219975879e-004;8.484793729825e-001;-2.376951196188e-002;9.996239691671e-
Track_A-Sphere-6.jpg;377770.421;235239.289;2708694.723;-27.529;-99.14593996;-28.43846614;199.69093211;-9.018624700376e-001;-4.378420783402e-003;-4.320010585278e-001;-4.318919655642e-001;-1.551207675124e-002;9.017919413900e-001;-1.064965815499e-002;9.9987009401
Track_A-Sphere-7.jpg;377771.827;235243.114;2708689.158;-27.545;-98.77486383;-46.01328364;-198.95423899;-7.498718810168e-001;1.231908519567e-002;-6.614683682538e-001;-6.615727488983e-001;-8.377318052223e-003;7.498341939772e-001;3.695940415881e-003;9.99889024183
Track_A-Sphere-8.jpg;377773.288;235248.126;2708683.244;-27.525;-98.25840002;-39.49025193;-197.84097982;-8.132295765308e-001;2.759029154608e-002;-5.812885958523e-001;-5.816644495796e-001;-7.635290387494e-003;8.133929987626e-001;1.800344274913e-002;9.99590155090
Track_A-Sphere-9.jpg;377775.727;235251.449;2708675.373;-27.576;-98.52719623;-0.97373679;-199.04589619;-9.997707370578e-001;1.498471354387e-002;-1.529482536289e-002;-1.563569251615e-002;-2.290093198095e-002;9.996154622823e-001;1.462868560102e-002;9.996254326869
Track_A-Sphere-10.jpg;377778.718;235249.034;2708668.129;-27.634;-98.49799657;44.61361539;199.62571340;-7.643204311060e-001;-4.493705669004e-003;6.448209714357e-001;6.447690675563e-001;-1.980081194365e-002;7.641209180287e-001;9.334244291569e-003;9.997938459781e
Track_A-Sphere-11.jpg;377781.585;235243.416;2708664.681;-27.649;-90.51872744;91.26400732;191.09694250;-1.354588728777e-001;-1.906824723046e-002;9.905994628033e-001;9.907530394377e-001;-1.037832413518e-002;1.352800991763e-001;7.701207936651e-003;9.997643183949e
Track_A-Sphere-12.jpg;377783.987;235237.026;2708665.640;-27.675;98.33719930;68.97308963;1.82706182;4.681104991017e-001;-1.343818945992e-002;8.835677538790e-001;8.836520691529e-001;7.597349055995e-004;-4.681436141664e-001;5.619725317537e-003;9.999094148306e-001
Track_A-Sphere-13.jpg;377785.900;235231.820;2708669.843;-27.667;98.90904699;47.91859956;0.15526051;7.298411467682e-001;-1.779959384681e-003;6.836144616878e-001;6.835538459032e-001;1.546878962202e-002;-7.297361552634e-001;-9.275787572520e-003;9.998787667974e-00
Track_A-Sphere-14.jpg;377787.549;235227.088;2708675.113;-27.641;98.86671442;46.43059279;0.03328163;7.456209051247e-001;-3.898006559965e-004;6.663702528598e-001;6.662738850991e-001;1.745235138665e-002;-7.455028675103e-001;-1.133913029972e-002;9.998476201335e-00
Track_A-Sphere-15.jpg;377789.213;235222.048;2708680.794;-27.613;98.44669538;46.51326905;0.44454102;7.447368225893e-001;-5.200458121739e-003;6.673380105425e-001;6.672934722542e-001;1.973775054499e-002;-7.445333055615e-001;-9.299836905469e-003;9.997916665180e-00
Track_A-Sphere-16.jpg;377790.994;235216.938;2708686.537;-27.611;98.80964666;46.56277834;0.36219863;7.442237271738e-001;-4.234234223103e-003;6.679169972175e-001;6.678958090655e-001;1.489727034568e-002;-7.441056776890e-001;-6.799422349945e-003;9.998800641061e-00
Track_A-Sphere-17.jpg;377792.841;235211.811;2708692.299;-27.583;98.66208326;46.60068735;0.39159595;7.438238413982e-001;-4.575448156301e-003;6.683600513509e-001;6.683290803922e-001;1.690373682455e-002;-7.436736542217e-001;-7.895142161977e-003;9.998466527201e-00
Track_A-Sphere-18.jpg;377794.777;235206.727;2708697.990;-27.566;98.79525103;46.66920434;0.51774284;7.430935772047e-001;-6.043479658201e-003;6.691602288472e-001;6.691721794681e-001;1.348136193707e-002;-7.429850921157e-001;-4.530975948433e-003;9.998908586611e-00
Track_A-Sphere-19.jpg;377796.617;235201.778;2708703.527;-27.547;98.69090919;46.66446821;0.66560121;7.431273140848e-001;-7.769857059531e-003;6.691049427275e-001;6.691418955365e-001;1.356653153223e-002;-7.430108161124e-001;-3.304345469003e-003;9.998777818031e-00
Track_A-Sphere-20.jpg;377798.669;235196.484;2708709.495;-27.537;98.63291202;45.67862440;0.92462175;7.533604375816e-001;-1.094251957104e-002;6.575167772402e-001;6.576077011917e-001;1.192306611840e-002;-7.532661892238e-001;4.030140087946e-004;9.998690423049e-001
Track_A-Sphere-21.jpg;377800.929;235191.496;2708715.365;-27.521;98.93515387;44.27189811;0.92987310;7.677019067908e-001;-1.121416824730e-002;6.407090016071e-001;6.407953345996e-001;7.367181580848e-003;-7.676764056495e-001;3.888632817110e-003;9.999099794812e-001
